FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,CarbohydrateAmount_g,CholesterolAmount_mg,DietaryFibreAmount_g,EnergyAmount_kcal,GlycemicIndexAmount,ProteinAmount_g,SugarAmount_g,MonounsaturatedFatAmount_g,PolyunsaturatedFatAmount_g,SaturatedFatAmount_g,TotalFatAmount_g,Vegan,Vegetarian,Halal,ContainsBeef
Korean Fried Chicken (Original),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,1 portion (154g),21.25,,2.46,498.96,,35.88,4.62,12.91,5.5,11.52,29.98,True,True,True,False
Korean Kimchi Soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,1 portion (615g),21.53,,7.38,221.4,,15.38,7.38,3.01,2.28,2.95,8.24,True,True,True,False
Korean bulgogi beef with rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),72.09,77.85,3.2,583.16,,34.11,8.19,7.34,2.39,7.25,17.51,True,True,True,False
Korean bulgogi pork with rice,CEREAL AND CEREAL PRODUCTS,Grains and flours,Plate-20cm (412g),75.77,,2.93,658.99,,32.75,12.48,10.09,4.61,9.97,25.01,False,False,False,True
Korean hot and spicy soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (462g),9.85,29.57,8.73,220.84,,16.77,9.84,4.99,2.68,4.48,12.71,True,True,True,False
Korean spicy chicken,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-20cm (138g),5.01,29.95,2.1,257.92,,22.6,4.76,6.96,3.12,5.42,16.39,True,True,True,False
Korean spicy rice cake (2011),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (210g),69.93,0.0,0.63,317.1,,6.93,9.66,0.34,0.4,0.42,1.05,True,True,True,False
Korean spicy rice cake (2017),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (341g),95.48,,6.48,456.94,,10.91,13.64,1.09,112.53,1.19,3.44,True,True,True,False
Ku Chai Kueh (Chives Dumpling),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (92g),18.31,,2.48,148.12,,1.56,1.01,3.35,1.12,3.19,7.66,True,True,True,False
Kueh Ongol ubi,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (76g),21.33,5.17,2.9,123.88,,0.67,10.44,0.29,0.08,3.45,3.99,True,True,True,False
Kueh bahulu,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (9g),5.9,20.52,0.11,34.47,,0.82,3.54,0.35,0.11,0.34,0.84,True,True,True,False
Kueh bugis,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (54g),17.41,1.35,1.78,155.17,,0.21,4.78,1.14,0.3,7.55,9.41,True,True,True,False
Kueh dadar,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (80.5g),26.73,0.0,5.8,204.07,,3.46,,0.4,0.16,8.13,9.26,True,True,True,False
Kueh dodol,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (38g),18.43,1.29,0.3,124.72,,0.97,10.33,0.54,0.15,4.32,5.23,True,True,True,False
Kueh kasturi,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (72g),27.5,,1.08,177.07,,4.97,,1.75,0.42,2.84,5.26,True,True,True,False
Kueh ko swee,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (54g),13.39,0.0,0.0,73.69,,1.03,4.32,0.11,0.05,1.51,1.78,True,True,True,False
Kueh lapis surabaya,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (48g),14.06,171.36,0.53,236.64,,3.55,12.14,6.26,1.02,10.34,18.43,True,True,True,False
Kueh lopes pulut,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (72g),23.98,0.0,0.29,120.63,,2.3,0.0,0.07,0.07,0.14,1.73,True,True,True,False
Kueh makmur,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (11g),5.87,1.13,0.24,56.98,,0.67,1.85,1.13,0.34,1.76,3.42,True,True,True,False
Kueh pietee,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (37.1g),6.6,9.65,0.82,88.23,,1.67,,2.0,0.74,3.04,6.08,True,True,True,False
Kueh rose,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (10g),6.23,3.84,0.1,49.6,,0.67,2.53,0.86,0.19,1.29,2.44,True,True,True,False
Kueh sarlat,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (54g),13.07,9.72,1.03,81.54,41.04,1.78,0.81,0.27,0.11,1.94,2.43,True,True,True,False
Kueh talam,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (130.66g),42.48,2.21,1.5,243.21,,1.8,23.71,0.37,0.08,6.48,7.34,True,True,True,False
Kuih apam,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (27g),12.15,,0.12,52.14,,0.65,,,,,0.11,True,True,True,False
Kuih apam balik,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (115g),50.49,,1.27,281.73,,6.9,,,,,5.75,True,True,True,False
Kuih apam gula hangus,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (50g),22.7,,0.0,158.46,,2.8,,,,,6.25,True,True,True,False
Kuih bakul,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (25g),17.38,,0.05,72.48,,0.6,,,,,0.08,True,True,True,False
Kuih bangkit,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (4g),2.7,2.67,0.02,15.24,,0.11,0.89,0.07,0.04,0.3,0.44,True,True,True,False
Kuih bangkit sagu,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (4g),2.7,,,15.24,,0.11,,,,,0.44,True,True,True,False
Kuih bawang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (4g),2.58,,0.01,19.52,,0.35,,0.38,0.13,0.34,0.86,True,True,True,False
Kuih bom,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (63g),28.85,,3.15,212.31,,3.53,,,,,9.2,True,True,True,False
Kuih buah melaka,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (15g),6.66,,0.08,30.15,,0.48,,,,,0.18,True,True,True,False
Kuih buah rotan,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (3g),2.71,,0.02,12.12,,0.09,,,,,0.1,True,True,True,False
Kuih kacang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (19g),14.38,,0.04,85.87,,1.58,,1.28,0.57,0.47,2.45,True,True,True,False
Kuih kapit,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (4g),3.26,,0.02,16.68,,0.3,,,,,0.27,True,True,True,False
Kuih karas,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (8g),4.4,,0.01,43.44,,0.34,,1.11,0.28,1.22,2.72,True,True,True,False
Kuih kastad jagung,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (93g),25.2,,1.02,107.8,,0.56,,,,,0.56,True,True,True,False
Kuih keria,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (38g),18.13,,0.3,89.64,,0.99,,0.08,0.02,1.29,1.48,True,True,True,False
Kuih ketayap,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (65g),20.87,,0.72,140.6,,2.73,,,,,5.14,True,True,True,False
Kuih koci pulut hitam,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (82g),32.55,,0.9,164.04,,4.67,,,,,1.64,True,True,True,False
Kuih koci pulut putih,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (82g),33.62,,0.57,182.85,,5.58,,0.3,0.08,2.37,2.87,True,True,True,False
Kuih lepat ubi,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (85g),41.82,,1.53,176.74,,0.85,,,,,0.68,True,True,True,False
Kuih lidah kucing,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (14g),7.9,,0.01,73.65,,1.08,,,,,4.2,True,True,True,False
Kuih lompang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (86g),26.49,,0.43,116.95,,2.24,,,,,0.26,True,True,True,False
Kuih mysore pak,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (90g),73.8,,0.0,345.67,,5.4,,1.13,0.45,1.51,3.24,True,True,True,False
Kuih pakoda,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (90g),32.58,,0.18,282.65,,7.83,,,,,13.41,True,True,True,False
Kuih peneram,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (55g),35.26,,0.0,255.81,,1.6,,1.95,1.19,8.14,12.05,True,True,True,False
Kuih sagu,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (92g),29.62,,0.55,130.61,,0.28,,,,,1.2,True,True,True,False
Kuih sri muka,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (99g),35.94,,0.2,192.13,,3.56,,,,,3.76,True,True,True,False
Kuih talam ubi kayu,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (68g),21.35,0.0,2.38,109.87,,0.68,7.14,0.14,0.07,2.04,2.45,True,True,True,False
"Kuih talam, seri kaya",OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (122g),41.24,,0.49,181.66,,1.71,,,,,1.1,True,True,True,False
Kuih telur labah,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (10g),8.39,,0.01,41.99,,0.23,,,,,0.83,True,True,True,False
Kuini,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (276g),43.06,0.0,4.14,229.08,,2.76,,0.0,0.0,0.0,4.97,True,True,True,False
"Kundur, candied",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Piece (3.6g),2.86,0.0,,11.52,,0.02,,,,,0.0,True,True,True,False
Kung po chicken,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,1 portion (209g),7.11,202.73,0.0,505.78,,38.46,1.67,15.88,5.23,12.75,35.74,True,True,True,False
Kway chap,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (611g),69.65,348.27,4.28,649.85,,32.99,,9.17,4.89,11.61,26.27,True,True,True,False
"Kway chap, noodles only","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (206g),27.81,0.0,1.24,150.38,,3.5,0.0,1.03,0.21,1.03,2.88,True,True,True,False
Kway teow goreng,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (380g),80.18,209.0,5.7,654.83,,18.62,2.66,12.16,3.42,11.78,28.88,True,True,True,False
"Kway teow soup, with beef balls","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (550g),62.15,33.0,2.2,364.13,,18.15,,-5.5,-5.5,-5.5,4.4,True,True,True,False
"Kway teow, bandung, style",OTHER MIXED ETHNIC DISHES,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),57.6,,4.14,542.07,,17.1,10.04,11.39,3.65,10.85,27.0,True,True,True,False
"Kway teow, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),59.4,0.0,0.72,280.0,118.0,3.6,0.0,1.2,0.42,1.36,3.06,True,True,True,False
"Kway teow, raw",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (200g),66.0,0.0,0.8,312.0,,4.0,0.0,1.34,0.46,1.5,3.4,True,True,True,False
Laddu,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (60g),33.06,,0.06,265.2,,3.84,,2.62,0.73,6.24,13.08,True,True,True,False
Laksa,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (650g),57.85,104.0,3.9,695.5,,27.3,,13.85,4.23,14.24,39.65,True,True,True,False
"Laksa lemak, without gravy","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (585g),63.65,86.4,4.45,765.77,,21.59,8.13,7.49,2.98,33.99,47.21,True,True,True,False
"Laksa noodles, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),68.8,0.0,0.72,278.0,106.0,0.36,1.4,0.08,0.02,0.08,0.18,True,True,True,False
Laksa yong tauhu,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (602g),50.57,60.2,3.61,632.1,,23.48,3.01,7.4,4.82,23.0,37.32,True,True,True,False
"Laksa, leaf, fresh",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (3g),0.55,,0.15,2.73,,0.08,,,,,0.02,True,True,True,False
Lamb chop,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Piece (117g),12.73,26.28,2.08,187.83,,9.07,1.51,3.79,1.65,5.39,9.07,True,True,True,False
Lamb peratal,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-20cm (261g),15.4,177.48,7.57,407.16,,42.02,6.53,,1.7,8.35,19.84,True,True,True,False
"Lamb, boneless, unspec cut, cooked, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),0.0,209.0,0.0,574.9,,49.02,0.0,17.29,0.76,24.32,42.37,True,True,True,False
"Lamb, boneless, unspecified cut, cooked, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),0.0,207.1,0.0,356.48,,58.52,0.0,5.51,0.38,7.79,13.49,True,True,True,False
"Lamb, boneless, unspecified cut, raw, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (215g),0.0,165.55,0.0,600.19,,37.84,0.0,17.2,13.76,19.57,50.53,True,True,True,False
"Lamb, boneless, unspecified cut, raw, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (215g),0.0,141.9,0.0,260.53,,47.09,0.0,3.44,0.22,3.87,7.74,True,True,True,False
"Lamb, breast, rolled, stuffed, baked",MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (60g),3.3,36.0,0.0,173.4,,11.28,0.0,0.0,0.0,0.0,12.9,True,True,True,False
"Lamb, chump chop, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),0.0,92.65,0.0,240.54,,25.16,0.0,6.38,0.26,9.01,15.64,True,True,True,False
"Lamb, chump chop, grilled, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),0.0,92.65,0.0,171.67,,27.8,0.0,2.72,0.17,3.83,6.63,True,True,True,False
"Lamb, leg, baked, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (64g),0.0,69.76,0.0,143.33,,18.75,0.0,3.07,0.19,4.35,7.62,True,True,True,False
"Lamb, leg, baked, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (65g),0.0,70.85,0.0,115.12,,20.41,0.0,1.5,0.07,2.08,3.64,True,True,True,False
"Lamb, leg, raw, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (1610g),0.0,1159.2,0.0,3251.56,,323.61,0.0,98.21,8.05,112.7,218.96,True,True,True,False
"Lamb, leg, raw, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (1610g),0.0,1062.6,0.0,1804.71,,367.08,0.0,16.1,1.61,17.71,35.42,True,True,True,False
"Lamb, midloin chop, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),0.0,71.5,0.0,237.69,,14.04,0.0,8.26,0.33,11.83,20.41,True,True,True,False
"Lamb, midloin chop, grilled, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),0.0,70.85,0.0,114.81,,18.07,0.0,1.89,0.13,2.67,4.68,True,True,True,False
"Lamb, midloin chop, raw, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (95g),0.0,77.9,0.0,333.77,,15.49,0.0,14.25,1.14,16.34,30.59,True,True,True,False
"Lamb, midloin chop, raw, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (95g),0.0,62.7,0.0,120.11,,21.47,0.0,1.71,0.1,1.9,3.71,True,True,True,False
"Lamb, ribloin cutlet, grilled, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),0.0,55.0,0.0,169.81,,11.6,0.0,5.6,0.24,8.01,13.85,True,True,True,False
"Lamb, ribloin cutlet, grilled, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),0.0,54.5,0.0,96.92,,14.7,0.0,1.7,0.1,2.4,4.2,True,True,True,False
"Lamb, ribloin cutlet, raw, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (70g),0.0,57.4,0.0,258.32,,10.5,0.0,10.96,0.88,12.59,24.43,True,True,True,False
"Lamb, ribloin cutlet, raw, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (70g),0.0,46.2,0.0,100.05,,14.7,0.0,1.49,1.18,1.69,4.55,True,True,True,False
"Lamb, shank, raw, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (295g),0.0,209.45,0.0,523.86,,65.79,0.0,13.04,1.03,14.84,28.91,True,True,True,False
"Lamb, shank, raw, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (295g),0.0,194.7,0.0,336.32,,70.51,0.0,2.54,0.21,2.86,5.61,True,True,True,False
"Lamb, shank, simmered, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),0.0,256.15,0.0,524.03,,74.97,0.0,10.06,0.42,14.17,24.68,True,True,True,False
"Lamb, shank, simmered, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),0.0,256.15,0.0,424.06,,81.31,0.0,4.3,0.24,6.04,10.58,True,True,True,False
"Lamb, shoulder, baked, lean and fat",MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (43g),0.0,47.3,0.0,123.84,,11.14,0.0,3.63,0.15,5.12,8.9,True,True,True,False
"Lamb, shoulder, baked, lean only",MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (30g),0.0,32.7,0.0,55.93,,9.12,0.0,0.86,0.05,1.22,2.13,True,True,True,False
Langsat,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (14.2g),1.16,,,4.83,,0.06,,,,,0.0,True,True,True,False
Lap cheong,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Piece (50g),14.2,24.0,0.35,299.0,,10.9,0.0,9.25,3.3,8.5,22.1,True,True,True,False
"Lasagne/Lasagna, Beef, Restaurant Style, Ready-to-eat",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (352g),39.42,59.84,7.39,461.12,,27.81,2.46,7.39,2.82,8.1,19.71,False,False,False,True
"Lassi, sour","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Glass (250ml) (244g),15.86,2.44,0.0,122.0,,4.15,15.86,1.22,0.0,3.17,4.64,True,True,True,False
"Lassi, sweet","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Glass (250ml) (192.48g),8.08,19.25,0.0,78.92,,0.38,7.89,1.21,0.1,3.35,5.0,True,True,True,False
"Leek, flake, dehydrated",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Gram (1g),0.8,,,4.47,,0.13,,,,,0.03,True,True,True,False
"Leek, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (94g),3.85,0.0,1.79,23.5,,1.79,3.85,,0.08,0.02,0.09,True,True,True,False
Lemon Tart,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (77g),33.8,,3.08,287.98,,4.31,18.94,4.42,0.69,9.75,15.07,True,True,True,False
Lemon and pepper seasoning salt,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6g),3.8,,0.0,15.78,,0.04,0.26,,,,0.03,True,True,True,False
Lemon flavoured soft drink,BEVERAGES,Non-alcoholic beverages,Can (330g),38.61,0.0,0.0,149.99,,0.0,38.61,0.0,0.0,0.0,0.0,True,True,True,False
Lemon flavouring,MISCELLANEOUS,Others,Gram (1g),0.9,0.0,0.01,4.0,,0.02,0.7,,,0.0,0.03,True,True,True,False
"Lemon grass, stalk",MISCELLANEOUS,"Herbs, spices, condiments",Stalk (18g),2.3,,0.36,10.8,,0.13,,,,,0.13,True,True,True,False
Lemon lime soda,BEVERAGES,Non-alcoholic beverages,Can (330g),34.32,0.0,0.0,132.0,,0.0,34.32,0.0,0.0,0.0,0.0,True,True,True,False
"Lemon peel, fresh",MISCELLANEOUS,Others,Tablespoon (6g),0.96,0.0,0.64,2.82,,0.09,0.0,0.0,0.01,0.0,0.02,True,True,True,False
Lemonade soft drink,BEVERAGES,Non-alcoholic beverages,Can (330g),34.32,0.0,0.0,132.63,,0.0,34.32,0.0,0.0,0.0,0.0,True,True,True,False
"Lemonade, frozen concentrate, white","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Can (219g),99.84,0.0,0.66,429.24,,0.48,97.37,0.02,0.13,0.05,1.53,True,True,True,False
"Lemons, raw, with peel",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (110.2g),11.79,0.0,5.18,22.04,,1.32,2.76,0.01,0.1,0.0,0.33,True,True,True,False
Lengat pisang,OTHER MIXED ETHNIC DISHES,"Local cakes, desserts and snacks",Piece (49g),23.18,,0.2,103.41,,1.91,,,,,0.34,True,True,True,False
"Lengkuas, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (11g),0.72,0.0,0.3,3.97,,0.1,0.25,0.02,0.02,0.02,0.08,True,True,True,False
Lentil with rice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Pulses based dishes,1 portion (282g),49.63,16.92,9.59,335.58,,16.36,2.26,2.82,1.13,3.44,7.9,True,True,True,False
"Lentil, dried, uncooked","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (190g),66.5,0.0,26.03,544.03,,45.98,2.85,0.57,1.9,0.57,3.8,True,True,True,False
"Lentil, with spinach and spices, stewed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Pulses based dishes,Bowl-soup (16 and 1/2 cm) (378.59g),24.61,0.0,7.19,227.15,,12.49,1.89,3.48,1.51,3.18,8.71,True,True,True,False
"Lentils, dhal, yellow","NUTS AND SEEDS, PULSES AND PRODUCTS","Pulses and products (eg beancurds, tempeh)",Cup (191g),121.09,0.0,58.26,639.85,,36.67,4.58,0.17,0.46,0.13,0.96,True,True,True,False
Lettuce drink,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Bottle (250g),26.25,0.0,0.5,110.0,,1.0,22.25,0.0,0.0,0.0,0.0,True,True,True,False
"Lettuce, iceburg, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (56g),0.22,0.0,0.84,5.36,,0.56,0.22,0.0,0.0,0.0,0.06,True,True,True,False
"Lettuce, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Stalk (82g),2.3,0.0,0.41,13.91,,0.98,2.3,,0.06,,0.08,True,True,True,False
Licorice,"SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),Piece (13g),6.75,0.0,0.39,29.67,,0.64,4.78,0.01,0.01,0.08,0.1,True,True,True,False
Light beer,BEVERAGES,Alcoholic beverages,Can (500g),6.5,0.0,0.0,140.0,,1.0,,0.0,0.0,0.0,0.0,True,True,True,False
"Lily bud, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (54.44g),14.81,0.0,4.19,108.34,,10.56,,0.54,0.05,0.16,0.76,True,True,True,False
Lime,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (35g),4.2,0.0,1.44,22.4,,0.49,3.08,0.0,0.0,0.0,0.39,True,True,True,False
"Lime, musk, raw",FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (22.4g),1.14,0.0,0.92,5.6,,0.09,0.22,0.0,0.0,0.0,0.07,True,True,True,False
"Lime, pickled","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-rice (11and 1/2 cm) (300.82g),5.32,0.0,9.45,562.8,,9.42,4.03,39.32,7.13,7.04,55.98,True,True,True,False
Liqueur coffee,BEVERAGES,Alcoholic beverages,1 portion (30g),14.04,0.0,0.0,100.8,,0.03,14.04,0.01,0.03,0.03,0.09,True,True,True,False
Liqueur coffee with cream,BEVERAGES,Alcoholic beverages,1 portion (30g),6.27,0.0,0.0,98.1,,0.84,6.27,1.35,0.2,2.91,4.71,False,False,False,False
"Liquorice, powder",MISCELLANEOUS,"Herbs, spices, condiments",Gram (1g),0.36,0.0,0.39,2.03,,0.05,,0.01,0.02,0.01,0.04,True,True,True,False
Liu Sha Bao (Salted Egg Yolk Custard Bun),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Piece (43g),19.14,,0.39,141.9,,2.97,6.88,1.94,0.48,3.44,5.93,True,True,True,False
"Liver rendang, cow",OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (35g),0.7,,0.25,89.26,,6.09,,,,,6.86,True,True,True,False
Liver roll ngoh hiang,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Cylindrical Piece/Tube (74g),10.95,65.12,1.18,276.02,,9.92,6.44,7.33,2.66,10.43,21.39,True,True,True,False
"Liver sausage, pork, mildly seasoned, cured",MEAT AND MEAT PRODUCTS,Pork,Slice (18g),0.4,28.44,0.0,58.72,,2.54,,2.39,0.47,1.91,5.13,True,True,True,False
Lo han chai,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Plate-16cm (174g),5.74,0.0,2.61,156.6,,5.05,2.96,5.05,1.74,5.22,12.53,True,True,True,False
Lobster roll hotdog,FISH AND FISH PRODUCTS,Shellfish and roe (eg all bivalves),1 portion (303g),113.32,,4.64,1331.38,,54.6,21.63,19.88,20.51,31.57,73.3,True,True,True,False
